"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","tydz","data"
"Zachodniopomorskie",40,0.45,4,10,36,90,23,57.5,"2017_02A","1_do_7_lutego_2017"
"Dolnośląskie",89,0.52,3,3.4,86,96.6,0,0,"2017_02B","8_do_15_lutego_2017"
"Kujawsko-Pomorskie",81,0.63,1,1.2,77,95.1,13,16,"2017_02B","8_do_15_lutego_2017"
"Lubelskie",20,0.3,0,0,19,95,2,10,"2017_02B","8_do_15_lutego_2017"
"Lubuskie",31,0.68,0,0,28,90.3,4,12.9,"2017_02B","8_do_15_lutego_2017"
"Łódzkie",45,0.32,0,0,44,97.8,1,2.2,"2017_02B","8_do_15_lutego_2017"
"Małopolskie",131,0.68,5,3.8,119,90.8,7,5.3,"2017_02B","8_do_15_lutego_2017"
"Mazowieckie",134,0.31,6,4.5,115,85.8,13,9.7,"2017_02B","8_do_15_lutego_2017"
"Opolskie",5,0.14,0,0,5,100,0,0,"2017_02B","8_do_15_lutego_2017"
"Podkarpackie",39,0.74,9,23.1,30,76.9,2,5.1,"2017_02B","8_do_15_lutego_2017"
"Podlaskie",97,1.52,1,1,96,99,0,0,"2017_02B","8_do_15_lutego_2017"
"Pomorskie",159,0.41,10,6.3,157,98.7,34,21.4,"2017_02B","8_do_15_lutego_2017"
"Śląskie",71,0.3,2,2.8,65,91.5,13,18.3,"2017_02B","8_do_15_lutego_2017"
"Świętokrzyskie",29,0.82,17,58.6,29,100,0,0,"2017_02B","8_do_15_lutego_2017"
"Warmińsko-Mazurskie",20,0.33,0,0,20,100,0,0,"2017_02B","8_do_15_lutego_2017"
"Wielkopolskie",250,0.67,3,1.2,243,97.2,19,7.6,"2017_02B","8_do_15_lutego_2017"
"Zachodniopomorskie",64,0.78,6,9.4,62,96.9,32,50,"2017_02B","8_do_15_lutego_2017"
"Dolnośląskie",47,0.52,1,2.1,46,97.9,0,0,"2017_02C","16_do_22_lutego_2017"
"Kujawsko-Pomorskie",59,0.68,1,1.7,57,96.6,1,1.7,"2017_02C","16_do_22_lutego_2017"
"Lubelskie",27,0.49,0,0,25,92.6,3,11.1,"2017_02C","16_do_22_lutego_2017"
"Lubuskie",19,0.55,0,0,16,84.2,3,15.8,"2017_02C","16_do_22_lutego_2017"
"Łódzkie",28,0.22,2,7.1,26,92.9,0,0,"2017_02C","16_do_22_lutego_2017"
"Małopolskie",105,0.72,5,4.8,93,88.6,7,6.7,"2017_02C","16_do_22_lutego_2017"
"Mazowieckie",109,0.33,4,3.7,103,94.5,2,1.8,"2017_02C","16_do_22_lutego_2017"
"Opolskie",3,0.17,0,0,3,100,0,0,"2017_02C","16_do_22_lutego_2017"
"Podkarpackie",15,0.4,1,6.7,14,93.3,0,0,"2017_02C","16_do_22_lutego_2017"
"Podlaskie",56,1.11,0,0,56,100,0,0,"2017_02C","16_do_22_lutego_2017"
"Pomorskie",127,0.34,2,1.6,125,98.4,44,34.6,"2017_02C","16_do_22_lutego_2017"
"Śląskie",31,0.15,0,0,28,90.3,3,9.7,"2017_02C","16_do_22_lutego_2017"
"Świętokrzyskie",21,0.6,10,47.6,20,95.2,1,4.8,"2017_02C","16_do_22_lutego_2017"
"Warmińsko-Mazurskie",16,0.43,0,0,16,100,0,0,"2017_02C","16_do_22_lutego_2017"
"Wielkopolskie",129,0.54,1,0.8,124,96.1,15,11.6,"2017_02C","16_do_22_lutego_2017"
"Zachodniopomorskie",78,1.06,7,9,71,91,38,48.7,"2017_02C","16_do_22_lutego_2017"
"Dolnośląskie",90,1.22,29,32.2,61,67.8,0,0,"2017_02D","23_do_28_lutego_2017"
"Kujawsko-Pomorskie",28,0.37,0,0,28,100,0,0,"2017_02D","23_do_28_lutego_2017"
"Lubelskie",35,0.83,0,0,35,100,1,2.9,"2017_02D","23_do_28_lutego_2017"
"Lubuskie",12,0.5,0,0,8,66.7,4,33.3,"2017_02D","23_do_28_lutego_2017"
"Łódzkie",16,0.15,0,0,16,100,0,0,"2017_02D","23_do_28_lutego_2017"
"Małopolskie",92,0.59,6,6.5,81,88,5,5.4,"2017_02D","23_do_28_lutego_2017"
"Mazowieckie",91,0.36,4,4.4,84,92.3,3,3.3,"2017_02D","23_do_28_lutego_2017"
"Opolskie",2,0.12,0,0,2,100,0,0,"2017_02D","23_do_28_lutego_2017"
"Podkarpackie",8,0.3,0,0,7,87.5,1,12.5,"2017_02D","23_do_28_lutego_2017"
"Podlaskie",47,1.28,0,0,47,100,0,0,"2017_02D","23_do_28_lutego_2017"
"Pomorskie",143,0.54,3,2.1,143,100,43,30.1,"2017_02D","23_do_28_lutego_2017"
"Śląskie",28,0.19,1,3.6,27,96.4,1,3.6,"2017_02D","23_do_28_lutego_2017"
"Świętokrzyskie",12,0.52,5,41.7,12,100,0,0,"2017_02D","23_do_28_lutego_2017"
"Warmińsko-Mazurskie",15,0.41,0,0,15,100,0,0,"2017_02D","23_do_28_lutego_2017"
"Wielkopolskie",131,0.72,3,2.3,123,93.9,15,11.5,"2017_02D","23_do_28_lutego_2017"
"Zachodniopomorskie",60,1.23,0,0,59,98.3,19,31.7,"2017_02D","23_do_28_lutego_2017"
"Dolnośląskie",29,0.54,0,0,29,100,0,0,"2017_03A","1_do_7_marca_2017"
"Kujawsko-Pomorskie",18,0.23,0,0,17,94.4,1,5.6,"2017_03A","1_do_7_marca_2017"
"Lubelskie",9,0.24,0,0,9,100,0,0,"2017_03A","1_do_7_marca_2017"
"Lubuskie",9,0.36,0,0,4,44.4,5,55.6,"2017_03A","1_do_7_marca_2017"
"Łódzkie",31,0.39,2,6.5,30,96.8,0,0,"2017_03A","1_do_7_marca_2017"
"Małopolskie",52,0.36,9,17.3,34,65.4,9,17.3,"2017_03A","1_do_7_marca_2017"
"Mazowieckie",76,0.39,7,9.2,68,89.5,1,1.3,"2017_03A","1_do_7_marca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_03A","1_do_7_marca_2017"
"Podkarpackie",1,0.04,0,0,1,100,0,0,"2017_03A","1_do_7_marca_2017"
"Podlaskie",50,1.25,0,0,50,100,0,0,"2017_03A","1_do_7_marca_2017"
"Pomorskie",85,0.32,0,0,84,98.8,31,36.5,"2017_03A","1_do_7_marca_2017"
"Śląskie",16,0.12,1,6.3,14,87.5,1,6.3,"2017_03A","1_do_7_marca_2017"
"Świętokrzyskie",14,0.61,8,57.1,14,100,0,0,"2017_03A","1_do_7_marca_2017"
"Warmińsko-Mazurskie",6,0.21,0,0,6,100,0,0,"2017_03A","1_do_7_marca_2017"
"Wielkopolskie",69,0.4,2,2.9,67,97.1,5,7.2,"2017_03A","1_do_7_marca_2017"
"Zachodniopomorskie",28,0.83,0,0,28,100,12,42.9,"2017_03A","1_do_7_marca_2017"
"Dolnośląskie",21,0.35,0,0,21,100,0,0,"2017_03B","8_do_15_marca_2017"
"Kujawsko-Pomorskie",42,0.51,0,0,42,100,0,0,"2017_03B","8_do_15_marca_2017"
"Lubelskie",9,0.25,2,22.2,9,100,4,44.4,"2017_03B","8_do_15_marca_2017"
"Lubuskie",4,0.21,0,0,2,50,2,50,"2017_03B","8_do_15_marca_2017"
"Łódzkie",23,0.3,3,13,20,87,0,0,"2017_03B","8_do_15_marca_2017"
"Małopolskie",65,0.44,4,6.2,56,86.2,5,7.7,"2017_03B","8_do_15_marca_2017"
"Mazowieckie",77,0.33,6,7.8,69,89.6,2,2.6,"2017_03B","8_do_15_marca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_03B","8_do_15_marca_2017"
"Podkarpackie",7,0.28,2,28.6,5,71.4,1,14.3,"2017_03B","8_do_15_marca_2017"
"Podlaskie",43,1.25,0,0,42,97.7,1,2.3,"2017_03B","8_do_15_marca_2017"
"Pomorskie",95,0.37,1,1.1,95,100,9,9.5,"2017_03B","8_do_15_marca_2017"
"Śląskie",15,0.12,0,0,13,86.7,2,13.3,"2017_03B","8_do_15_marca_2017"
"Świętokrzyskie",17,0.8,3,17.6,17,100,0,0,"2017_03B","8_do_15_marca_2017"
"Warmińsko-Mazurskie",14,0.53,0,0,14,100,0,0,"2017_03B","8_do_15_marca_2017"
"Wielkopolskie",94,0.52,2,2.1,92,97.9,2,2.1,"2017_03B","8_do_15_marca_2017"
"Zachodniopomorskie",17,0.73,2,11.8,16,94.1,10,58.8,"2017_03B","8_do_15_marca_2017"
"Dolnośląskie",9,0.2,1,11.1,8,88.9,0,0,"2017_03C","16_do_22_marca_2017"
"Kujawsko-Pomorskie",24,0.36,0,0,22,91.7,2,8.3,"2017_03C","16_do_22_marca_2017"
"Lubelskie",12,0.35,0,0,11,91.7,1,8.3,"2017_03C","16_do_22_marca_2017"
"Lubuskie",3,0.18,0,0,2,66.7,1,33.3,"2017_03C","16_do_22_marca_2017"
"Łódzkie",8,0.11,0,0,8,100,0,0,"2017_03C","16_do_22_marca_2017"
"Małopolskie",33,0.28,3,9.1,19,57.6,11,33.3,"2017_03C","16_do_22_marca_2017"
"Mazowieckie",60,0.29,7,11.7,52,86.7,1,1.7,"2017_03C","16_do_22_marca_2017"
"Opolskie",1,0.07,0,0,1,100,0,0,"2017_03C","16_do_22_marca_2017"
"Podkarpackie",2,0.11,0,0,2,100,0,0,"2017_03C","16_do_22_marca_2017"
"Podlaskie",15,0.57,0,0,15,100,0,0,"2017_03C","16_do_22_marca_2017"
"Pomorskie",68,0.34,2,2.9,68,100,15,22.1,"2017_03C","16_do_22_marca_2017"
"Śląskie",43,0.36,0,0,42,97.7,1,2.3,"2017_03C","16_do_22_marca_2017"
"Świętokrzyskie",13,0.48,7,53.8,13,100,0,0,"2017_03C","16_do_22_marca_2017"
"Warmińsko-Mazurskie",9,0.46,0,0,9,100,0,0,"2017_03C","16_do_22_marca_2017"
"Wielkopolskie",68,0.39,1,1.5,64,94.1,5,7.4,"2017_03C","16_do_22_marca_2017"
"Zachodniopomorskie",5,0.24,0,0,5,100,2,40,"2017_03C","16_do_22_marca_2017"
"Dolnośląskie",24,0.41,0,0,24,100,0,0,"2017_03D","23_do_31_marca_2017"
"Kujawsko-Pomorskie",23,0.3,0,0,22,95.7,1,4.3,"2017_03D","23_do_31_marca_2017"
"Lubelskie",17,0.5,0,0,17,100,1,5.9,"2017_03D","23_do_31_marca_2017"
"Lubuskie",2,0.15,0,0,1,50,1,50,"2017_03D","23_do_31_marca_2017"
"Łódzkie",13,0.18,0,0,13,100,0,0,"2017_03D","23_do_31_marca_2017"
"Małopolskie",51,0.4,3,5.9,40,78.4,8,15.7,"2017_03D","23_do_31_marca_2017"
"Mazowieckie",52,0.21,1,1.9,49,94.2,2,3.8,"2017_03D","23_do_31_marca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_03D","23_do_31_marca_2017"
"Podkarpackie",7,0.35,0,0,7,100,0,0,"2017_03D","23_do_31_marca_2017"
"Podlaskie",40,1.2,0,0,40,100,0,0,"2017_03D","23_do_31_marca_2017"
"Pomorskie",45,0.18,0,0,45,100,4,8.9,"2017_03D","23_do_31_marca_2017"
"Śląskie",16,0.12,3,18.8,12,75,2,12.5,"2017_03D","23_do_31_marca_2017"
"Świętokrzyskie",6,0.25,4,66.7,6,100,0,0,"2017_03D","23_do_31_marca_2017"
"Warmińsko-Mazurskie",11,0.53,0,0,11,100,0,0,"2017_03D","23_do_31_marca_2017"
"Wielkopolskie",62,0.41,1,1.6,60,96.8,2,3.2,"2017_03D","23_do_31_marca_2017"
"Zachodniopomorskie",8,0.32,0,0,8,100,0,0,"2017_03D","23_do_31_marca_2017"
"Dolnośląskie",17,0.39,0,0,17,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Kujawsko-Pomorskie",8,0.17,0,0,8,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Lubelskie",6,0.32,0,0,6,100,1,16.7,"2017_04A","1_do_7_kwietnia_2017"
"Lubuskie",3,0.31,0,0,1,33.3,2,66.7,"2017_04A","1_do_7_kwietnia_2017"
"Łódzkie",1,0.02,0,0,1,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Małopolskie",37,0.36,1,2.7,24,64.9,12,32.4,"2017_04A","1_do_7_kwietnia_2017"
"Mazowieckie",41,0.22,3,7.3,37,90.2,1,2.4,"2017_04A","1_do_7_kwietnia_2017"
"Opolskie",1,0.11,0,0,1,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Podkarpackie",1,0.08,0,0,1,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Podlaskie",29,1.68,0,0,29,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Pomorskie",51,0.3,1,2,49,96.1,10,19.6,"2017_04A","1_do_7_kwietnia_2017"
"Śląskie",7,0.08,0,0,7,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Świętokrzyskie",10,0.7,10,100,10,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Warmińsko-Mazurskie",7,0.44,0,0,7,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Wielkopolskie",54,0.42,1,1.9,54,100,0,0,"2017_04A","1_do_7_kwietnia_2017"
"Zachodniopomorskie",34,1.98,0,0,34,100,28,82.4,"2017_04A","1_do_7_kwietnia_2017"
"Dolnośląskie",5,0.14,0,0,5,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Kujawsko-Pomorskie",4,0.09,0,0,4,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Lubelskie",6,0.37,1,16.7,5,83.3,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Łódzkie",3,0.08,0,0,3,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Małopolskie",29,0.37,1,3.4,17,58.6,11,37.9,"2017_04B","8_do_15_kwietnia_2017"
"Mazowieckie",17,0.11,3,17.6,14,82.4,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Opolskie",1,0.12,0,0,1,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Podlaskie",41,2.02,0,0,41,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Pomorskie",25,0.17,0,0,23,92,2,8,"2017_04B","8_do_15_kwietnia_2017"
"Śląskie",6,0.09,0,0,5,83.3,1,16.7,"2017_04B","8_do_15_kwietnia_2017"
"Świętokrzyskie",6,0.46,5,83.3,5,83.3,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Warmińsko-Mazurskie",7,0.56,0,0,7,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Wielkopolskie",33,0.32,1,3,31,93.9,1,3,"2017_04B","8_do_15_kwietnia_2017"
"Zachodniopomorskie",2,0.14,0,0,2,100,0,0,"2017_04B","8_do_15_kwietnia_2017"
"Dolnośląskie",10,0.3,0,0,10,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Kujawsko-Pomorskie",7,0.19,0,0,7,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Lubelskie",3,0.19,0,0,3,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Łódzkie",3,0.09,1,33.3,2,66.7,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Małopolskie",27,0.39,1,3.7,13,48.1,13,48.1,"2017_04C","16_do_22_kwietnia_2017"
"Mazowieckie",28,0.19,3,10.7,25,89.3,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Opolskie",1,0.11,0,0,1,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Podlaskie",24,1.52,0,0,24,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Pomorskie",65,0.45,3,4.6,63,96.9,19,29.2,"2017_04C","16_do_22_kwietnia_2017"
"Śląskie",2,0.02,0,0,2,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Świętokrzyskie",6,0.65,6,100,6,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Warmińsko-Mazurskie",1,0.09,0,0,1,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Wielkopolskie",32,0.34,0,0,32,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Zachodniopomorskie",4,0.41,0,0,4,100,0,0,"2017_04C","16_do_22_kwietnia_2017"
"Dolnośląskie",16,0.47,0,0,16,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Kujawsko-Pomorskie",12,0.29,0,0,12,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Lubelskie",0,0,0,0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Łódzkie",1,0.03,0,0,1,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Małopolskie",14,0.17,0,0,14,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Mazowieckie",41,0.25,1,2.4,38,92.7,2,4.9,"2017_04D","23_do_30_kwietnia_2017"
"Opolskie",1,0.19,0,0,1,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Podlaskie",0,0,0,0,0,0,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Pomorskie",48,0.32,2,4.2,47,97.9,6,12.5,"2017_04D","23_do_30_kwietnia_2017"
"Śląskie",3,0.04,0,0,3,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Świętokrzyskie",3,0.32,3,100,3,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Warmińsko-Mazurskie",6,0.5,0,0,6,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Wielkopolskie",22,0.23,3,13.6,18,81.8,3,13.6,"2017_04D","23_do_30_kwietnia_2017"
"Zachodniopomorskie",1,0.07,0,0,1,100,0,0,"2017_04D","23_do_30_kwietnia_2017"
"Dolnośląskie",6,0.28,0,0,6,100,0,0,"2017_05A","1_do_7_maja_2017"
"Kujawsko-Pomorskie",5,0.18,0,0,5,100,0,0,"2017_05A","1_do_7_maja_2017"
"Lubelskie",1,0.13,0,0,1,100,0,0,"2017_05A","1_do_7_maja_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Małopolskie",14,0.36,2,14.3,7,50,5,35.7,"2017_05A","1_do_7_maja_2017"
"Mazowieckie",27,0.21,3,11.1,23,85.2,1,3.7,"2017_05A","1_do_7_maja_2017"
"Opolskie",3,0.52,0,0,3,100,0,0,"2017_05A","1_do_7_maja_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Podlaskie",62,2.7,0,0,62,100,0,0,"2017_05A","1_do_7_maja_2017"
"Pomorskie",49,0.5,2,4.1,47,95.9,4,8.2,"2017_05A","1_do_7_maja_2017"
"Śląskie",1,0.02,0,0,1,100,0,0,"2017_05A","1_do_7_maja_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Warmińsko-Mazurskie",2,0.22,0,0,2,100,0,0,"2017_05A","1_do_7_maja_2017"
"Wielkopolskie",23,0.27,0,0,23,100,0,0,"2017_05A","1_do_7_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_05A","1_do_7_maja_2017"
"Dolnośląskie",19,0.54,0,0,19,100,0,0,"2017_05B","8_do_15_maja_2017"
"Kujawsko-Pomorskie",5,0.12,0,0,5,100,0,0,"2017_05B","8_do_15_maja_2017"
"Lubelskie",7,0.43,0,0,7,100,0,0,"2017_05B","8_do_15_maja_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Małopolskie",40,0.58,5,12.5,11,27.5,24,60,"2017_05B","8_do_15_maja_2017"
"Mazowieckie",29,0.19,3,10.3,24,82.8,2,6.9,"2017_05B","8_do_15_maja_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Podkarpackie",2,0.26,0,0,0,0,2,100,"2017_05B","8_do_15_maja_2017"
"Podlaskie",32,2.23,0,0,32,100,0,0,"2017_05B","8_do_15_maja_2017"
"Pomorskie",48,0.34,1,2.1,47,97.9,2,4.2,"2017_05B","8_do_15_maja_2017"
"Śląskie",3,0.05,0,0,3,100,0,0,"2017_05B","8_do_15_maja_2017"
"Świętokrzyskie",6,0.65,6,100,6,100,0,0,"2017_05B","8_do_15_maja_2017"
"Warmińsko-Mazurskie",1,0.12,0,0,1,100,0,0,"2017_05B","8_do_15_maja_2017"
"Wielkopolskie",45,0.47,1,2.2,43,95.6,1,2.2,"2017_05B","8_do_15_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_05B","8_do_15_maja_2017"
"Dolnośląskie",18,0.77,0,0,18,100,0,0,"2017_05C","16_do_22_maja_2017"
"Kujawsko-Pomorskie",9,0.26,0,0,9,100,0,0,"2017_05C","16_do_22_maja_2017"
"Lubelskie",1,0.07,0,0,1,100,0,0,"2017_05C","16_do_22_maja_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Małopolskie",7,0.14,0,0,6,85.7,1,14.3,"2017_05C","16_do_22_maja_2017"
"Mazowieckie",12,0.08,1,8.3,11,91.7,0,0,"2017_05C","16_do_22_maja_2017"
"Opolskie",1,0.19,0,0,1,100,0,0,"2017_05C","16_do_22_maja_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Podlaskie",12,1.6,0,0,12,100,0,0,"2017_05C","16_do_22_maja_2017"
"Pomorskie",39,0.34,0,0,39,100,6,15.4,"2017_05C","16_do_22_maja_2017"
"Śląskie",1,0.02,0,0,1,100,0,0,"2017_05C","16_do_22_maja_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Warmińsko-Mazurskie",4,0.51,0,0,4,100,0,0,"2017_05C","16_do_22_maja_2017"
"Wielkopolskie",34,0.4,0,0,34,100,0,0,"2017_05C","16_do_22_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_05C","16_do_22_maja_2017"
"Dolnośląskie",7,0.25,0,0,7,100,0,0,"2017_05D","23_do_31_maja_2017"
"Kujawsko-Pomorskie",10,0.22,0,0,10,100,0,0,"2017_05D","23_do_31_maja_2017"
"Lubelskie",5,0.35,0,0,5,100,0,0,"2017_05D","23_do_31_maja_2017"
"Lubuskie",2,0.32,0,0,2,100,0,0,"2017_05D","23_do_31_maja_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Małopolskie",43,0.64,3,7,19,44.2,21,48.8,"2017_05D","23_do_31_maja_2017"
"Mazowieckie",22,0.14,2,9.1,20,90.9,0,0,"2017_05D","23_do_31_maja_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Podlaskie",27,1.95,0,0,27,100,0,0,"2017_05D","23_do_31_maja_2017"
"Pomorskie",32,0.21,1,3.1,32,100,5,15.6,"2017_05D","23_do_31_maja_2017"
"Śląskie",3,0.05,2,66.7,1,33.3,0,0,"2017_05D","23_do_31_maja_2017"
"Świętokrzyskie",7,1.01,7,100,7,100,0,0,"2017_05D","23_do_31_maja_2017"
"Warmińsko-Mazurskie",6,0.89,0,0,6,100,0,0,"2017_05D","23_do_31_maja_2017"
"Wielkopolskie",63,0.56,1,1.6,62,98.4,1,1.6,"2017_05D","23_do_31_maja_2017"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"2017_05D","23_do_31_maja_2017"
"Dolnośląskie",8,0.4,0,0,8,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Kujawsko-Pomorskie",7,0.22,0,0,7,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Lubelskie",3,0.31,0,0,2,66.7,1,33.3,"2017_06A","1_do_7_czerwca_2017"
"Lubuskie",1,0.23,0,0,1,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Małopolskie",14,0.26,1,7.1,13,92.9,0,0,"2017_06A","1_do_7_czerwca_2017"
"Mazowieckie",22,0.17,4,18.2,18,81.8,0,0,"2017_06A","1_do_7_czerwca_2017"
"Opolskie",3,0.39,0,0,3,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Podlaskie",14,1.68,0,0,14,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Pomorskie",59,0.49,5,8.5,55,93.2,12,20.3,"2017_06A","1_do_7_czerwca_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_06A","1_do_7_czerwca_2017"
"Świętokrzyskie",8,0.79,8,100,8,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Warmińsko-Mazurskie",3,0.36,0,0,3,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Wielkopolskie",19,0.24,0,0,17,89.5,2,10.5,"2017_06A","1_do_7_czerwca_2017"
"Zachodniopomorskie",1,0.18,0,0,1,100,0,0,"2017_06A","1_do_7_czerwca_2017"
"Dolnośląskie",9,0.52,0,0,9,100,0,0,"2017_06B","8_do_15_czerwca_2017"
"Kujawsko-Pomorskie",9,0.28,0,0,9,100,0,0,"2017_06B","8_do_15_czerwca_2017"
"Lubelskie",3,0.33,0,0,3,100,0,0,"2017_06B","8_do_15_czerwca_2017"
"Lubuskie",0,0,0,0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Łódzkie",0,0,0,0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Małopolskie",15,0.26,2,13.3,6,40,7,46.7,"2017_06B","8_do_15_czerwca_2017"
"Mazowieckie",19,0.2,3,15.8,16,84.2,0,0,"2017_06B","8_do_15_czerwca_2017"
"Opolskie",0,0,0,0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Podkarpackie",0,0,0,0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Podlaskie",9,2.41,0,0,9,100,0,0,"2017_06B","8_do_15_czerwca_2017"
"Pomorskie",49,0.42,5,10.2,49,100,7,14.3,"2017_06B","8_do_15_czerwca_2017"
"Śląskie",0,0,0,0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"2017_06B","8_do_15_czerwca_2017"
"Warmińsko-Mazurskie",7,1.39,0,0,7,100,0,0,"2017_06B","8_do_15_czerwca_2017"
"Wielkopolskie",37,0.51,1,2.7,36,97.3,0,0,"2017_06B","8_do_15_czerwca_2017"
"Zachodniopomorskie",1,0.13,0,0,1,100,0,0,"2017_06B","8_do_15_czerwca_2017"
"Dolnośląskie",7,0.45,0,0,7,100,0,0,"2017_06C","16_do_22_czerwca_2017"
"Kujawsko-Pomorskie",7,0.22,0,0,6,85.7,1,14.3,"2017_06C","16_do_22_czerwca_2017"
"Lubelskie",2,0.3,0,0,1,50,1,50,"2017_06C","16_do_22_czerwca_2017"
