"woj","o_l","o_p","ouk_l","ouk_p","ouo_l","ouo_p","inne_l","inne_p","dni","miesiac","rok","tydz","numer"
"Śląskie",4,0.14,0,0,3,75,1,25,"1-7","lipiec",2021,25,"7A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Warmińsko-Mazurskie",9,2.02,0,0,9,100,0,0,"1-7","lipiec",2021,25,"7A"
"Wielkopolskie",20,0.29,0,0,20,100,0,0,"1-7","lipiec",2021,25,"7A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","lipiec",2021,25,"7A"
"Dolnośląskie",2,0.09,0,0,2,100,0,0,"8-15","lipiec",2021,26,"7B"
"Kujawsko-Pomorskie",6,0.29,0,0,6,100,0,0,"8-15","lipiec",2021,26,"7B"
"Lubelskie",4,0.42,0,0,3,75,1,25,"8-15","lipiec",2021,26,"7B"
"Lubuskie",0,0,0,0,0,0,0,0,"8-15","lipiec",2021,26,"7B"
"Łódzkie",17,1.3,0,0,17,100,0,0,"8-15","lipiec",2021,26,"7B"
"Małopolskie",4,0.11,0,0,4,100,0,0,"8-15","lipiec",2021,26,"7B"
"Mazowieckie",15,0.21,1,6.7,11,73.3,3,20,"8-15","lipiec",2021,26,"7B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","lipiec",2021,26,"7B"
"Podkarpackie",1,0.41,0,0,1,100,0,0,"8-15","lipiec",2021,26,"7B"
"Podlaskie",1,0.19,0,0,1,100,0,0,"8-15","lipiec",2021,26,"7B"
"Pomorskie",17,0.23,2,11.8,15,88.2,0,0,"8-15","lipiec",2021,26,"7B"
"Śląskie",7,0.2,0,0,4,57.1,3,42.9,"8-15","lipiec",2021,26,"7B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","lipiec",2021,26,"7B"
"Warmińsko-Mazurskie",14,3.24,0,0,14,100,0,0,"8-15","lipiec",2021,26,"7B"
"Wielkopolskie",12,0.2,1,8.3,10,83.3,2,16.7,"8-15","lipiec",2021,26,"7B"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"8-15","lipiec",2021,26,"7B"
"Dolnośląskie",4,0.3,1,25,2,50,2,50,"16-22","lipiec",2021,27,"7C"
"Kujawsko-Pomorskie",9,0.52,0,0,9,100,0,0,"16-22","lipiec",2021,27,"7C"
"Lubelskie",2,0.26,0,0,2,100,0,0,"16-22","lipiec",2021,27,"7C"
"Lubuskie",0,0,0,0,0,0,0,0,"16-22","lipiec",2021,27,"7C"
"Łódzkie",2,0.17,0,0,2,100,0,0,"16-22","lipiec",2021,27,"7C"
"Małopolskie",0,0,0,0,0,0,0,0,"16-22","lipiec",2021,27,"7C"
"Mazowieckie",7,0.11,1,14.3,6,85.7,0,0,"16-22","lipiec",2021,27,"7C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","lipiec",2021,27,"7C"
"Podkarpackie",3,1.99,0,0,3,100,0,0,"16-22","lipiec",2021,27,"7C"
"Podlaskie",0,0,0,0,0,0,0,0,"16-22","lipiec",2021,27,"7C"
"Pomorskie",85,1.47,21,24.7,52,61.2,24,28.2,"16-22","lipiec",2021,27,"7C"
"Śląskie",4,0.16,0,0,4,100,0,0,"16-22","lipiec",2021,27,"7C"
"Świętokrzyskie",3,0.46,0,0,3,100,0,0,"16-22","lipiec",2021,27,"7C"
"Warmińsko-Mazurskie",17,3.95,0,0,17,100,0,0,"16-22","lipiec",2021,27,"7C"
"Wielkopolskie",6,0.11,1,16.7,5,83.3,0,0,"16-22","lipiec",2021,27,"7C"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"16-22","lipiec",2021,27,"7C"
"Dolnośląskie",3,0.18,0,0,2,66.7,1,33.3,"23-31","lipiec",2021,28,"7D"
"Kujawsko-Pomorskie",6,0.37,0,0,6,100,0,0,"23-31","lipiec",2021,28,"7D"
"Lubelskie",2,0.28,0,0,2,100,0,0,"23-31","lipiec",2021,28,"7D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-31","lipiec",2021,28,"7D"
"Łódzkie",11,0.97,0,0,11,100,0,0,"23-31","lipiec",2021,28,"7D"
"Małopolskie",5,0.2,0,0,4,80,1,20,"23-31","lipiec",2021,28,"7D"
"Mazowieckie",9,0.16,0,0,9,100,0,0,"23-31","lipiec",2021,28,"7D"
"Opolskie",0,0,0,0,0,0,0,0,"23-31","lipiec",2021,28,"7D"
"Podkarpackie",0,0,0,0,0,0,0,0,"23-31","lipiec",2021,28,"7D"
"Podlaskie",2,0.53,0,0,2,100,0,0,"23-31","lipiec",2021,28,"7D"
"Pomorskie",19,0.26,0,0,19,100,0,0,"23-31","lipiec",2021,28,"7D"
"Śląskie",6,0.2,0,0,6,100,0,0,"23-31","lipiec",2021,28,"7D"
"Świętokrzyskie",1,0.08,1,100,0,0,0,0,"23-31","lipiec",2021,28,"7D"
"Warmińsko-Mazurskie",11,2.4,0,0,11,100,0,0,"23-31","lipiec",2021,28,"7D"
"Wielkopolskie",4,0.08,0,0,4,100,0,0,"23-31","lipiec",2021,28,"7D"
"Zachodniopomorskie",1,0.36,0,0,1,100,0,0,"23-31","lipiec",2021,28,"7D"
"Dolnośląskie",6,0.41,0,0,4,66.7,2,33.3,"1-7","sierpień",2021,29,"8A"
"Kujawsko-Pomorskie",2,0.14,0,0,2,100,0,0,"1-7","sierpień",2021,29,"8A"
"Lubelskie",1,0.21,0,0,1,100,0,0,"1-7","sierpień",2021,29,"8A"
"Lubuskie",2,1.29,0,0,2,100,0,0,"1-7","sierpień",2021,29,"8A"
"Łódzkie",4,0.36,0,0,4,100,0,0,"1-7","sierpień",2021,29,"8A"
"Małopolskie",5,0.28,0,0,3,60,2,40,"1-7","sierpień",2021,29,"8A"
"Mazowieckie",9,0.17,0,0,6,66.7,3,33.3,"1-7","sierpień",2021,29,"8A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","sierpień",2021,29,"8A"
"Podkarpackie",2,0.82,0,0,2,100,0,0,"1-7","sierpień",2021,29,"8A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","sierpień",2021,29,"8A"
"Pomorskie",14,0.23,0,0,14,100,0,0,"1-7","sierpień",2021,29,"8A"
"Śląskie",10,0.34,0,0,9,90,1,10,"1-7","sierpień",2021,29,"8A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","sierpień",2021,29,"8A"
"Warmińsko-Mazurskie",22,5.39,0,0,22,100,0,0,"1-7","sierpień",2021,29,"8A"
"Wielkopolskie",13,0.32,0,0,13,100,0,0,"1-7","sierpień",2021,29,"8A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","sierpień",2021,29,"8A"
"Dolnośląskie",5,0.46,1,20,3,60,1,20,"8-15","sierpień",2021,30,"8B"
"Kujawsko-Pomorskie",12,0.75,0,0,11,91.7,1,8.3,"8-15","sierpień",2021,30,"8B"
"Lubelskie",0,0,0,0,0,0,0,0,"8-15","sierpień",2021,30,"8B"
"Lubuskie",0,0,0,0,0,0,0,0,"8-15","sierpień",2021,30,"8B"
"Łódzkie",4,0.55,0,0,4,100,0,0,"8-15","sierpień",2021,30,"8B"
"Małopolskie",3,0.16,2,66.7,1,33.3,0,0,"8-15","sierpień",2021,30,"8B"
"Mazowieckie",5,0.11,0,0,5,100,0,0,"8-15","sierpień",2021,30,"8B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","sierpień",2021,30,"8B"
"Podkarpackie",1,0.44,0,0,1,100,0,0,"8-15","sierpień",2021,30,"8B"
"Podlaskie",2,0.58,0,0,2,100,0,0,"8-15","sierpień",2021,30,"8B"
"Pomorskie",8,0.14,5,62.5,3,37.5,0,0,"8-15","sierpień",2021,30,"8B"
"Śląskie",3,0.13,0,0,3,100,0,0,"8-15","sierpień",2021,30,"8B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","sierpień",2021,30,"8B"
"Warmińsko-Mazurskie",4,0.9,0,0,4,100,0,0,"8-15","sierpień",2021,30,"8B"
"Wielkopolskie",11,0.32,0,0,11,100,0,0,"8-15","sierpień",2021,30,"8B"
"Zachodniopomorskie",1,0.36,0,0,1,100,0,0,"8-15","sierpień",2021,30,"8B"
"Dolnośląskie",5,0.38,0,0,5,100,0,0,"16-22","sierpień",2021,31,"8C"
"Kujawsko-Pomorskie",8,0.42,0,0,8,100,0,0,"16-22","sierpień",2021,31,"8C"
"Lubelskie",0,0,0,0,0,0,0,0,"16-22","sierpień",2021,31,"8C"
"Lubuskie",2,1.38,1,50,1,50,0,0,"16-22","sierpień",2021,31,"8C"
"Łódzkie",1,0.12,0,0,1,100,0,0,"16-22","sierpień",2021,31,"8C"
"Małopolskie",3,0.18,0,0,2,66.7,1,33.3,"16-22","sierpień",2021,31,"8C"
"Mazowieckie",2,0.04,0,0,1,50,1,50,"16-22","sierpień",2021,31,"8C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","sierpień",2021,31,"8C"
"Podkarpackie",0,0,0,0,0,0,0,0,"16-22","sierpień",2021,31,"8C"
"Podlaskie",1,0.23,0,0,1,100,0,0,"16-22","sierpień",2021,31,"8C"
"Pomorskie",6,0.09,0,0,5,83.3,1,16.7,"16-22","sierpień",2021,31,"8C"
"Śląskie",3,0.13,0,0,3,100,0,0,"16-22","sierpień",2021,31,"8C"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"16-22","sierpień",2021,31,"8C"
"Warmińsko-Mazurskie",15,3.61,0,0,15,100,0,0,"16-22","sierpień",2021,31,"8C"
"Wielkopolskie",16,0.35,0,0,14,87.5,2,12.5,"16-22","sierpień",2021,31,"8C"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"16-22","sierpień",2021,31,"8C"
"Dolnośląskie",7,0.41,0,0,5,71.4,2,28.6,"23-31","sierpień",2021,32,"8D"
"Kujawsko-Pomorskie",14,0.42,0,0,14,100,0,0,"23-31","sierpień",2021,32,"8D"
"Lubelskie",5,0.48,2,40,2,40,1,20,"23-31","sierpień",2021,32,"8D"
"Lubuskie",0,0,0,0,0,0,0,0,"23-31","sierpień",2021,32,"8D"
"Łódzkie",6,0.57,0,0,6,100,0,0,"23-31","sierpień",2021,32,"8D"
"Małopolskie",2,0.07,0,0,1,50,1,50,"23-31","sierpień",2021,32,"8D"
"Mazowieckie",3,0.04,2,66.7,1,33.3,0,0,"23-31","sierpień",2021,32,"8D"
"Opolskie",4,0.73,0,0,4,100,0,0,"23-31","sierpień",2021,32,"8D"
"Podkarpackie",1,0.42,0,0,1,100,0,0,"23-31","sierpień",2021,32,"8D"
"Podlaskie",2,0.33,0,0,2,100,0,0,"23-31","sierpień",2021,32,"8D"
"Pomorskie",11,0.1,0,0,11,100,0,0,"23-31","sierpień",2021,32,"8D"
"Śląskie",4,0.09,0,0,4,100,0,0,"23-31","sierpień",2021,32,"8D"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"23-31","sierpień",2021,32,"8D"
"Warmińsko-Mazurskie",17,2.54,0,0,17,100,0,0,"23-31","sierpień",2021,32,"8D"
"Wielkopolskie",3,0.04,0,0,3,100,0,0,"23-31","sierpień",2021,32,"8D"
"Zachodniopomorskie",1,0.25,0,0,1,100,0,0,"23-31","sierpień",2021,32,"8D"
"Dolnośląskie",8,0.31,0,0,8,100,0,0,"1-7","wrzesień",2021,33,"9A"
"Kujawsko-Pomorskie",16,0.43,0,0,16,100,0,0,"1-7","wrzesień",2021,33,"9A"
"Lubelskie",0,0,0,0,0,0,0,0,"1-7","wrzesień",2021,33,"9A"
"Lubuskie",0,0,0,0,0,0,0,0,"1-7","wrzesień",2021,33,"9A"
"Łódzkie",9,0.71,1,11.1,8,88.9,0,0,"1-7","wrzesień",2021,33,"9A"
"Małopolskie",11,0.28,0,0,8,72.7,3,27.3,"1-7","wrzesień",2021,33,"9A"
"Mazowieckie",3,0.03,0,0,2,66.7,1,33.3,"1-7","wrzesień",2021,33,"9A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","wrzesień",2021,33,"9A"
"Podkarpackie",2,0.54,0,0,2,100,0,0,"1-7","wrzesień",2021,33,"9A"
"Podlaskie",0,0,0,0,0,0,0,0,"1-7","wrzesień",2021,33,"9A"
"Pomorskie",14,0.12,1,7.1,12,85.7,1,7.1,"1-7","wrzesień",2021,33,"9A"
"Śląskie",3,0.07,0,0,3,100,0,0,"1-7","wrzesień",2021,33,"9A"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"1-7","wrzesień",2021,33,"9A"
"Warmińsko-Mazurskie",15,1.72,0,0,15,100,0,0,"1-7","wrzesień",2021,33,"9A"
"Wielkopolskie",16,0.19,1,6.3,15,93.8,0,0,"1-7","wrzesień",2021,33,"9A"
"Zachodniopomorskie",2,0.38,0,0,2,100,0,0,"1-7","wrzesień",2021,33,"9A"
"Dolnośląskie",15,0.32,0,0,15,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Kujawsko-Pomorskie",38,0.51,0,0,38,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Lubelskie",8,0.34,0,0,8,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Lubuskie",3,0.36,0,0,3,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Łódzkie",4,0.17,0,0,4,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Małopolskie",9,0.12,0,0,9,100,1,11.1,"8-15","wrzesień",2021,34,"9B"
"Mazowieckie",14,0.09,1,7.1,12,85.7,1,7.1,"8-15","wrzesień",2021,34,"9B"
"Opolskie",0,0,0,0,0,0,0,0,"8-15","wrzesień",2021,34,"9B"
"Podkarpackie",1,0.12,0,0,1,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Podlaskie",3,0.17,0,0,3,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Pomorskie",23,0.1,0,0,23,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Śląskie",24,0.29,1,4.2,22,91.7,1,4.2,"8-15","wrzesień",2021,34,"9B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","wrzesień",2021,34,"9B"
"Warmińsko-Mazurskie",18,1.24,0,0,18,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Wielkopolskie",27,0.17,0,0,27,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Zachodniopomorskie",1,0.11,0,0,1,100,0,0,"8-15","wrzesień",2021,34,"9B"
"Dolnośląskie",16,0.35,0,0,15,93.8,1,6.3,"16-22","wrzesień",2021,35,"9C"
"Kujawsko-Pomorskie",32,0.47,0,0,32,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Lubelskie",6,0.21,0,0,6,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Lubuskie",3,0.35,0,0,3,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Łódzkie",6,0.2,0,0,6,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Małopolskie",20,0.24,0,0,16,80,4,20,"16-22","wrzesień",2021,35,"9C"
"Mazowieckie",19,0.09,2,10.5,14,73.7,3,15.8,"16-22","wrzesień",2021,35,"9C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","wrzesień",2021,35,"9C"
"Podkarpackie",1,0.08,0,0,1,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Podlaskie",1,0.06,0,0,1,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Pomorskie",30,0.14,0,0,30,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Śląskie",16,0.15,0,0,16,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Świętokrzyskie",1,0.06,0,0,1,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Warmińsko-Mazurskie",28,1.77,0,0,28,100,0,0,"16-22","wrzesień",2021,35,"9C"
"Wielkopolskie",54,0.31,0,0,52,96.3,2,3.7,"16-22","wrzesień",2021,35,"9C"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"16-22","wrzesień",2021,35,"9C"
"Dolnośląskie",15,0.29,0,0,13,86.7,2,13.3,"23-30","wrzesień",2021,36,"9D"
"Kujawsko-Pomorskie",38,0.48,0,0,38,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Lubelskie",4,0.13,0,0,4,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Lubuskie",4,0.67,0,0,4,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Łódzkie",9,0.26,0,0,9,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Małopolskie",15,0.19,0,0,11,73.3,4,26.7,"23-30","wrzesień",2021,36,"9D"
"Mazowieckie",28,0.13,2,7.1,24,85.7,2,7.1,"23-30","wrzesień",2021,36,"9D"
"Opolskie",0,0,0,0,0,0,0,0,"23-30","wrzesień",2021,36,"9D"
"Podkarpackie",2,0.15,0,0,2,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Podlaskie",9,0.46,0,0,9,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Pomorskie",44,0.17,0,0,44,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Śląskie",22,0.19,0,0,21,95.5,1,4.5,"23-30","wrzesień",2021,36,"9D"
"Świętokrzyskie",3,0.12,0,0,3,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Warmińsko-Mazurskie",24,1.08,0,0,24,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Wielkopolskie",69,0.32,0,0,69,100,0,0,"23-30","wrzesień",2021,36,"9D"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"23-30","wrzesień",2021,36,"9D"
"Dolnośląskie",10,0.19,1,10,9,90,0,0,"1-7","październik",2021,37,"10A"
"Kujawsko-Pomorskie",43,0.64,0,0,43,100,0,0,"1-7","październik",2021,37,"10A"
"Lubelskie",16,0.46,0,0,16,100,0,0,"1-7","październik",2021,37,"10A"
"Lubuskie",2,0.23,0,0,2,100,0,0,"1-7","październik",2021,37,"10A"
"Łódzkie",4,0.1,0,0,4,100,0,0,"1-7","październik",2021,37,"10A"
"Małopolskie",49,0.4,0,0,47,95.9,2,4.1,"1-7","październik",2021,37,"10A"
"Mazowieckie",22,0.1,6,27.3,13,59.1,3,13.6,"1-7","październik",2021,37,"10A"
"Opolskie",0,0,0,0,0,0,0,0,"1-7","październik",2021,37,"10A"
"Podkarpackie",3,0.18,0,0,3,100,0,0,"1-7","październik",2021,37,"10A"
"Podlaskie",5,0.25,0,0,5,100,0,0,"1-7","październik",2021,37,"10A"
"Pomorskie",39,0.18,0,0,39,100,0,0,"1-7","październik",2021,37,"10A"
"Śląskie",34,0.3,0,0,34,100,0,0,"1-7","październik",2021,37,"10A"
"Świętokrzyskie",4,0.21,2,50,2,50,0,0,"1-7","październik",2021,37,"10A"
"Warmińsko-Mazurskie",32,1.5,0,0,32,100,0,0,"1-7","październik",2021,37,"10A"
"Wielkopolskie",55,0.3,0,0,55,100,0,0,"1-7","październik",2021,37,"10A"
"Zachodniopomorskie",0,0,0,0,0,0,0,0,"1-7","październik",2021,37,"10A"
"Dolnośląskie",19,0.37,3,15.8,15,78.9,1,5.3,"8-15","październik",2021,38,"10B"
"Kujawsko-Pomorskie",59,0.74,0,0,59,100,0,0,"8-15","październik",2021,38,"10B"
"Lubelskie",11,0.2,0,0,11,100,0,0,"8-15","październik",2021,38,"10B"
"Lubuskie",5,0.34,0,0,5,100,0,0,"8-15","październik",2021,38,"10B"
"Łódzkie",24,0.4,0,0,24,100,0,0,"8-15","październik",2021,38,"10B"
"Małopolskie",33,0.28,0,0,33,100,0,0,"8-15","październik",2021,38,"10B"
"Mazowieckie",42,0.18,6,14.3,35,83.3,1,2.4,"8-15","październik",2021,38,"10B"
"Opolskie",1,0.05,0,0,1,100,0,0,"8-15","październik",2021,38,"10B"
"Podkarpackie",3,0.16,0,0,2,66.7,1,33.3,"8-15","październik",2021,38,"10B"
"Podlaskie",0,0,0,0,0,0,0,0,"8-15","październik",2021,38,"10B"
"Pomorskie",67,0.27,0,0,67,100,0,0,"8-15","październik",2021,38,"10B"
"Śląskie",17,0.16,0,0,17,100,0,0,"8-15","październik",2021,38,"10B"
"Świętokrzyskie",3,0.15,0,0,3,100,0,0,"8-15","październik",2021,38,"10B"
"Warmińsko-Mazurskie",39,1.83,0,0,39,100,0,0,"8-15","październik",2021,38,"10B"
"Wielkopolskie",75,0.37,1,1.3,69,92,5,6.7,"8-15","październik",2021,38,"10B"
"Zachodniopomorskie",9,0.9,0,0,9,100,0,0,"8-15","październik",2021,38,"10B"
"Dolnośląskie",16,0.33,0,0,16,100,0,0,"16-22","październik",2021,39,"10C"
"Kujawsko-Pomorskie",68,0.96,0,0,68,100,0,0,"16-22","październik",2021,39,"10C"
"Lubelskie",11,0.27,0,0,11,100,0,0,"16-22","październik",2021,39,"10C"
"Lubuskie",10,0.83,0,0,10,100,0,0,"16-22","październik",2021,39,"10C"
"Łódzkie",18,0.34,1,5.6,17,94.4,0,0,"16-22","październik",2021,39,"10C"
"Małopolskie",152,1.14,0,0,138,90.8,14,9.2,"16-22","październik",2021,39,"10C"
"Mazowieckie",28,0.13,2,7.1,25,89.3,1,3.6,"16-22","październik",2021,39,"10C"
"Opolskie",0,0,0,0,0,0,0,0,"16-22","październik",2021,39,"10C"
"Podkarpackie",8,0.44,0,0,8,100,0,0,"16-22","październik",2021,39,"10C"
"Podlaskie",7,0.38,0,0,7,100,0,0,"16-22","październik",2021,39,"10C"
"Pomorskie",39,0.19,0,0,39,100,0,0,"16-22","październik",2021,39,"10C"
"Śląskie",56,0.52,0,0,54,96.4,2,3.6,"16-22","październik",2021,39,"10C"
"Świętokrzyskie",2,0.08,0,0,2,100,0,0,"16-22","październik",2021,39,"10C"
"Warmińsko-Mazurskie",47,2.06,0,0,47,100,0,0,"16-22","październik",2021,39,"10C"
"Wielkopolskie",34,0.21,1,2.9,31,91.2,2,5.9,"16-22","październik",2021,39,"10C"
"Zachodniopomorskie",5,0.32,0,0,5,100,0,0,"16-22","październik",2021,39,"10C"
"Dolnośląskie",20,0.33,0,0,20,100,0,0,"23-31","październik",2021,40,"10D"
"Kujawsko-Pomorskie",69,0.96,0,0,69,100,0,0,"23-31","październik",2021,40,"10D"
"Lubelskie",7,0.21,0,0,7,100,0,0,"23-31","październik",2021,40,"10D"
"Lubuskie",1,0.09,0,0,1,100,0,0,"23-31","październik",2021,40,"10D"
"Łódzkie",22,0.36,1,4.5,21,95.5,0,0,"23-31","październik",2021,40,"10D"
"Małopolskie",25,0.22,0,0,15,60,10,40,"23-31","październik",2021,40,"10D"
"Mazowieckie",41,0.19,2,4.9,35,85.4,4,9.8,"23-31","październik",2021,40,"10D"
"Opolskie",2,0.13,0,0,2,100,0,0,"23-31","październik",2021,40,"10D"
"Podkarpackie",4,0.19,0,0,3,75,1,25,"23-31","październik",2021,40,"10D"
"Podlaskie",0,0,0,0,0,0,0,0,"23-31","październik",2021,40,"10D"
"Pomorskie",70,0.37,9,12.9,62,88.6,3,4.3,"23-31","październik",2021,40,"10D"
"Śląskie",47,0.41,0,0,47,100,0,0,"23-31","październik",2021,40,"10D"
"Świętokrzyskie",3,0.13,0,0,3,100,0,0,"23-31","październik",2021,40,"10D"
"Warmińsko-Mazurskie",33,1.67,0,0,33,100,0,0,"23-31","październik",2021,40,"10D"
"Wielkopolskie",92,0.52,1,1.1,89,96.7,2,2.2,"23-31","październik",2021,40,"10D"
"Zachodniopomorskie",8,0.7,0,0,8,100,0,0,"23-31","październik",2021,40,"10D"
"Dolnośląskie",21,0.39,0,0,21,100,0,0,"1-7","listopad",2021,41,"11A"
"Kujawsko-Pomorskie",69,1.16,0,0,69,100,0,0,"1-7","listopad",2021,41,"11A"
"Lubelskie",3,0.09,0,0,3,100,0,0,"1-7","listopad",2021,41,"11A"
"Lubuskie",3,0.35,0,0,3,100,0,0,"1-7","listopad",2021,41,"11A"
"Łódzkie",21,0.36,0,0,21,100,0,0,"1-7","listopad",2021,41,"11A"
"Małopolskie",42,0.53,0,0,36,85.7,6,14.3,"1-7","listopad",2021,41,"11A"
"Mazowieckie",18,0.1,0,0,18,100,0,0,"1-7","listopad",2021,41,"11A"
"Opolskie",1,0.08,0,0,1,100,0,0,"1-7","listopad",2021,41,"11A"
"Podkarpackie",2,0.12,0,0,2,100,0,0,"1-7","listopad",2021,41,"11A"
"Podlaskie",3,0.15,0,0,3,100,0,0,"1-7","listopad",2021,41,"11A"
"Pomorskie",25,0.15,0,0,23,92,2,8,"1-7","listopad",2021,41,"11A"
"Śląskie",41,0.39,0,0,41,100,0,0,"1-7","listopad",2021,41,"11A"
"Świętokrzyskie",6,0.23,0,0,6,100,0,0,"1-7","listopad",2021,41,"11A"
"Warmińsko-Mazurskie",40,1.91,0,0,40,100,0,0,"1-7","listopad",2021,41,"11A"
"Wielkopolskie",66,0.44,0,0,57,86.4,9,13.6,"1-7","listopad",2021,41,"11A"
"Zachodniopomorskie",12,1.47,0,0,12,100,0,0,"1-7","listopad",2021,41,"11A"
"Dolnośląskie",23,0.39,0,0,22,95.7,1,4.3,"8-15","listopad",2021,42,"11B"
"Kujawsko-Pomorskie",81,1.14,0,0,81,100,0,0,"8-15","listopad",2021,42,"11B"
"Lubelskie",2,0.06,0,0,2,100,0,0,"8-15","listopad",2021,42,"11B"
"Lubuskie",3,0.3,0,0,3,100,0,0,"8-15","listopad",2021,42,"11B"
"Łódzkie",25,0.39,0,0,25,100,0,0,"8-15","listopad",2021,42,"11B"
"Małopolskie",33,0.32,0,0,23,69.7,10,30.3,"8-15","listopad",2021,42,"11B"
"Mazowieckie",21,0.11,1,4.8,19,90.5,1,4.8,"8-15","listopad",2021,42,"11B"
"Opolskie",3,0.24,0,0,3,100,0,0,"8-15","listopad",2021,42,"11B"
"Podkarpackie",3,0.16,0,0,3,100,0,0,"8-15","listopad",2021,42,"11B"
"Podlaskie",9,0.45,3,33.3,6,66.7,0,0,"8-15","listopad",2021,42,"11B"
"Pomorskie",34,0.18,0,0,33,97.1,1,2.9,"8-15","listopad",2021,42,"11B"
"Śląskie",29,0.26,0,0,28,96.6,1,3.4,"8-15","listopad",2021,42,"11B"
"Świętokrzyskie",0,0,0,0,0,0,0,0,"8-15","listopad",2021,42,"11B"
"Warmińsko-Mazurskie",26,1.21,0,0,26,100,0,0,"8-15","listopad",2021,42,"11B"
"Wielkopolskie",19,0.13,1,5.3,18,94.7,0,0,"8-15","listopad",2021,42,"11B"
"Zachodniopomorskie",8,0.83,0,0,8,100,0,0,"8-15","listopad",2021,42,"11B"
"Dolnośląskie",34,0.59,0,0,34,100,0,0,"16-22","listopad",2021,43,"11C"
"Kujawsko-Pomorskie",58,0.88,0,0,58,100,0,0,"16-22","listopad",2021,43,"11C"
"Lubelskie",3,0.11,0,0,3,100,0,0,"16-22","listopad",2021,43,"11C"
"Lubuskie",3,0.37,0,0,2,66.7,1,33.3,"16-22","listopad",2021,43,"11C"
"Łódzkie",16,0.33,0,0,16,100,0,0,"16-22","listopad",2021,43,"11C"
"Małopolskie",22,0.28,0,0,16,72.7,6,27.3,"16-22","listopad",2021,43,"11C"
"Mazowieckie",9,0.05,0,0,8,88.9,1,11.1,"16-22","listopad",2021,43,"11C"
"Opolskie",2,0.16,0,0,2,100,0,0,"16-22","listopad",2021,43,"11C"
"Podkarpackie",9,0.52,2,22.2,5,55.6,2,22.2,"16-22","listopad",2021,43,"11C"
"Podlaskie",0,0,0,0,0,0,0,0,"16-22","listopad",2021,43,"11C"
"Pomorskie",22,0.14,0,0,22,100,0,0,"16-22","listopad",2021,43,"11C"
"Śląskie",39,0.36,0,0,39,100,0,0,"16-22","listopad",2021,43,"11C"
"Świętokrzyskie",4,0.2,0,0,4,100,0,0,"16-22","listopad",2021,43,"11C"
"Warmińsko-Mazurskie",27,1.38,0,0,27,100,0,0,"16-22","listopad",2021,43,"11C"
