"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","dni","miesiac","rok","tydz","numer"
"Wielkopolskie",14809,60.51,2.79,3286,246.57,2668,98,7433,45.91,1422,33.63,"1-7","grudzień",2021,45,"12A"
"Zachodniopomorskie",942,7.97,0.86,153,28.98,164,13.91,522,6.66,103,4.54,"1-7","grudzień",2021,45,"12A"
"Dolnośląskie",5980,25.85,-1.09,942,85.9,1087,47.44,3061,20.14,890,19.58,"8-15","grudzień",2021,46,"12B"
"Kujawsko-Pomorskie",6338,38.42,-0.96,1416,181.92,1335,77.84,2996,27.28,591,19.57,"8-15","grudzień",2021,46,"12B"
"Lubelskie",3205,19.12,1.37,777,100.62,680,40.33,1469,13.23,279,8.72,"8-15","grudzień",2021,46,"12B"
"Lubuskie",1023,12.7,2.14,215,57.03,234,27.49,500,9.33,74,5.04,"8-15","grudzień",2021,46,"12B"
"Łódzkie",4200,21.53,-4.33,865,97.37,859,44.77,1978,15.62,498,12.35,"8-15","grudzień",2021,46,"12B"
"Małopolskie",9769,35.81,-7.31,2328,156.44,1719,58.63,4870,26.87,852,17.96,"8-15","grudzień",2021,46,"12B"
"Mazowieckie",15834,36.48,-6.59,3926,163.47,3113,65.26,7514,26.67,1281,15.91,"8-15","grudzień",2021,46,"12B"
"Opolskie",1287,16.47,-1.36,281,82.41,212,29.77,668,12.73,126,8.33,"8-15","grudzień",2021,46,"12B"
"Podkarpackie",1689,9.95,-1.61,353,42.39,322,18.53,846,7.39,168,5.7,"8-15","grudzień",2021,46,"12B"
"Podlaskie",1259,13.41,-5.2,246,53.95,187,20.28,695,11.04,131,7.66,"8-15","grudzień",2021,46,"12B"
"Pomorskie",17763,94.62,2.65,4636,440.62,3447,163.2,8158,66.12,1522,46.53,"8-15","grudzień",2021,46,"12B"
"Śląskie",11803,32.84,1.19,2443,146.63,2052,57.42,6115,25.91,1193,16.8,"8-15","grudzień",2021,46,"12B"
"Świętokrzyskie",1291,13.18,-17.3,278,67.5,311,33.37,586,9.06,116,5.84,"8-15","grudzień",2021,46,"12B"
"Warmińsko-Mazurskie",2215,19.55,-0.77,401,75.77,489,40.87,1084,14.16,241,12.34,"8-15","grudzień",2021,46,"12B"
"Wielkopolskie",15638,55.91,-4.6,3580,235.05,2904,93.34,7624,41.2,1530,31.66,"8-15","grudzień",2021,46,"12B"
"Zachodniopomorskie",875,6.48,-1.49,153,25.35,140,10.39,483,5.39,99,3.82,"8-15","grudzień",2021,46,"12B"
"Dolnośląskie",4164,20.57,-5.28,750,78.16,638,31.82,2193,16.49,583,14.66,"16-22","grudzień",2021,47,"12C"
"Kujawsko-Pomorskie",5418,37.54,-0.89,1179,173.11,1029,68.57,2542,26.45,668,25.28,"16-22","grudzień",2021,47,"12C"
"Lubelskie",1817,12.39,-6.73,491,72.66,408,27.65,785,8.08,133,4.75,"16-22","grudzień",2021,47,"12C"
"Lubuskie",685,9.72,-2.98,205,62.14,127,17.05,307,6.55,46,3.58,"16-22","grudzień",2021,47,"12C"
"Łódzkie",2851,16.71,-4.83,651,83.75,551,32.82,1287,11.61,362,10.26,"16-22","grudzień",2021,47,"12C"
"Małopolskie",8446,35.38,-0.43,1913,146.92,1392,54.26,4452,28.08,689,16.6,"16-22","grudzień",2021,47,"12C"
"Mazowieckie",14084,37.09,0.6,3315,157.75,2704,64.78,6464,26.22,1601,22.73,"16-22","grudzień",2021,47,"12C"
"Opolskie",1026,15.01,-1.46,260,87.14,169,27.13,515,11.21,82,6.2,"16-22","grudzień",2021,47,"12C"
"Podkarpackie",1697,11.43,1.48,340,46.66,321,21.11,895,8.93,141,5.47,"16-22","grudzień",2021,47,"12C"
"Podlaskie",1285,15.65,2.23,314,78.71,261,32.34,589,10.69,121,8.08,"16-22","grudzień",2021,47,"12C"
"Pomorskie",13277,80.83,-13.79,3589,389.84,2324,125.75,6272,58.1,1092,38.15,"16-22","grudzień",2021,47,"12C"
"Śląskie",10220,32.5,-0.34,2304,158.04,1892,60.51,4979,24.11,1045,16.82,"16-22","grudzień",2021,47,"12C"
"Świętokrzyskie",1428,16.66,3.48,369,102.39,339,41.57,598,10.57,122,7.02,"16-22","grudzień",2021,47,"12C"
"Warmińsko-Mazurskie",1207,12.17,-7.37,254,54.85,238,22.73,545,8.14,170,9.95,"16-22","grudzień",2021,47,"12C"
"Wielkopolskie",11513,47.04,-8.87,2838,212.95,2172,79.79,5410,33.41,1093,25.85,"16-22","grudzień",2021,47,"12C"
"Zachodniopomorskie",743,6.29,-0.19,129,24.43,141,11.96,400,5.1,73,3.22,"16-22","grudzień",2021,47,"12C"
"Dolnośląskie",4721,18.14,-2.43,901,73.03,617,23.94,2485,14.54,718,14.04,"23-31","grudzień",2021,48,"12D"
"Kujawsko-Pomorskie",6212,33.47,-4.06,1512,172.67,952,49.34,3033,24.55,715,21.05,"23-31","grudzień",2021,48,"12D"
"Lubelskie",1884,9.99,-2.4,427,49.15,367,19.35,896,7.17,194,5.39,"23-31","grudzień",2021,48,"12D"
"Lubuskie",912,10.06,0.35,260,61.3,157,16.39,410,6.8,85,5.15,"23-31","grudzień",2021,48,"12D"
"Łódzkie",4277,19.49,2.79,914,91.46,696,32.24,1916,13.45,751,16.56,"23-31","grudzień",2021,48,"12D"
"Małopolskie",7655,24.94,-10.44,1795,107.22,1229,37.26,3766,18.47,865,16.21,"23-31","grudzień",2021,48,"12D"
"Mazowieckie",16005,32.78,-4.31,4025,148.97,2640,49.2,7581,23.91,1759,19.42,"23-31","grudzień",2021,48,"12D"
"Opolskie",1036,11.78,-3.22,240,62.56,127,15.86,555,9.4,114,6.7,"23-31","grudzień",2021,48,"12D"
"Podkarpackie",1627,8.52,-2.91,402,42.91,279,14.27,808,6.27,138,4.17,"23-31","grudzień",2021,48,"12D"
"Podlaskie",1518,14.38,-1.27,411,80.13,256,24.67,678,9.57,173,8.99,"23-31","grudzień",2021,48,"12D"
"Pomorskie",13762,65.16,-15.66,3965,334.97,2152,90.57,6358,45.81,1287,34.97,"23-31","grudzień",2021,48,"12D"
"Śląskie",7833,19.37,-13.13,1802,96.14,1170,29.1,3884,14.63,977,12.23,"23-31","grudzień",2021,48,"12D"
"Świętokrzyskie",1626,14.75,-1.91,435,93.88,343,32.72,680,9.35,168,7.52,"23-31","grudzień",2021,48,"12D"
"Warmińsko-Mazurskie",2190,17.18,5.01,455,76.43,405,30.09,1085,12.6,245,11.15,"23-31","grudzień",2021,48,"12D"
"Wielkopolskie",11927,37.9,-9.14,3230,188.5,2003,57.23,5580,26.8,1114,20.49,"23-31","grudzień",2021,48,"12D"
"Zachodniopomorskie",730,4.81,-1.48,132,19.44,98,6.47,421,4.18,79,2.71,"23-31","grudzień",2021,48,"12D"
