"woj","o_l","o_z","o_z_wsk","l_0_4","z_0_4","l_5_14","z_5_14","l_15_64","z_15_64","l_65","z_65","tydz","data"
"Lubelskie",280,1.63,0.01,105,11.95,56,3.19,109,0.9,10,0.4,"2011_09D","23_do_30_września_2011"
"Lubuskie",16,0.2,0.18,0,0,1,0.12,14,0.24,1,0.1,"2011_09D","23_do_30_września_2011"
"Łódzkie",366,1.81,0.62,102,10.32,84,4.55,150,1.04,30,0.99,"2011_09D","23_do_30_września_2011"
"Małopolskie",1853,7,-1.74,376,26.24,355,12.79,986,5.29,136,3.75,"2011_09D","23_do_30_września_2011"
"Mazowieckie",5020,11.97,2.38,1368,59.13,998,24.63,2226,7.55,428,7.02,"2011_09D","23_do_30_września_2011"
"Opolskie",425,5.16,-0.06,111,31.29,76,10.2,211,3.54,27,2.3,"2011_09D","23_do_30_września_2011"
"Podkarpackie",372,2.21,0.59,160,18.6,99,5.47,106,0.89,7,0.32,"2011_09D","23_do_30_września_2011"
"Podlaskie",278,2.92,0.64,87,18.74,59,6.23,120,1.79,12,0.85,"2011_09D","23_do_30_września_2011"
"Pomorskie",627,3.5,1.52,228,21.49,114,6.04,239,1.87,46,2.1,"2011_09D","23_do_30_września_2011"
"Śląskie",1339,3.61,0.96,376,20.56,270,8.13,610,2.29,83,1.56,"2011_09D","23_do_30_września_2011"
"Świętokrzyskie",7,0.07,0.07,1,0.21,0,0,4,0.06,2,0.13,"2011_09D","23_do_30_września_2011"
"Warmińsko-Mazurskie",252,2.21,0.81,103,16.37,63,5.22,83,1.01,3,0.22,"2011_09D","23_do_30_września_2011"
"Wielkopolskie",3917,14.32,1.43,1235,78.41,850,30.1,1604,8.14,228,7.02,"2011_09D","23_do_30_września_2011"
"Zachodniopomorskie",433,3.2,0.4,126,18.16,56,4.25,218,2.21,33,1.97,"2011_09D","23_do_30_września_2011"
"Dolnośląskie",1350,6.7,0.1,336,33.35,460,25.4,502,3.43,52,1.92,"2011_10A","1_do_7_października_2011"
"Kujawsko-Pomorskie",184,1.27,-0.64,24,3.09,35,2.38,101,0.97,24,1.32,"2011_10A","1_do_7_października_2011"
"Lubelskie",393,2.61,0.98,124,16.12,98,6.38,144,1.36,27,1.24,"2011_10A","1_do_7_października_2011"
"Lubuskie",7,0.1,-0.1,0,0,0,0,7,0.14,0,0,"2011_10A","1_do_7_października_2011"
"Łódzkie",672,3.79,1.98,149,17.23,147,9.1,307,2.44,69,2.59,"2011_10A","1_do_7_października_2011"
"Małopolskie",2437,10.52,3.52,660,52.63,549,22.61,1110,6.8,118,3.72,"2011_10A","1_do_7_października_2011"
"Mazowieckie",6076,16.56,4.59,1493,73.76,1185,33.42,2807,10.88,591,11.08,"2011_10A","1_do_7_października_2011"
"Opolskie",441,6.12,0.96,47,15.14,64,9.82,290,5.56,40,3.9,"2011_10A","1_do_7_października_2011"
"Podkarpackie",183,1.24,-0.97,73,9.7,50,3.15,53,0.51,7,0.36,"2011_10A","1_do_7_października_2011"
"Podlaskie",360,4.33,1.4,122,30.03,70,8.45,155,2.65,13,1.06,"2011_10A","1_do_7_października_2011"
"Pomorskie",501,3.19,-0.3,78,8.4,84,5.08,259,2.32,80,4.17,"2011_10A","1_do_7_października_2011"
"Śląskie",1597,4.92,1.31,381,23.81,351,12.08,776,3.33,89,1.92,"2011_10A","1_do_7_października_2011"
"Świętokrzyskie",3,0.03,-0.04,0,0,0,0,3,0.05,0,0,"2011_10A","1_do_7_października_2011"
"Warmińsko-Mazurskie",263,2.63,0.43,109,19.8,45,4.26,102,1.42,7,0.59,"2011_10A","1_do_7_października_2011"
"Wielkopolskie",4501,18.8,4.49,1446,104.92,916,37.07,1822,10.57,317,11.15,"2011_10A","1_do_7_października_2011"
"Zachodniopomorskie",411,3.47,0.27,115,18.95,63,5.47,210,2.43,23,1.57,"2011_10A","1_do_7_października_2011"
"Dolnośląskie",1867,8.11,1.41,485,42.12,562,27.16,729,4.36,91,2.94,"2011_10B","8_do_15_października_2011"
"Kujawsko-Pomorskie",171,1.03,-0.24,12,1.35,27,1.6,111,0.93,21,1.01,"2011_10B","8_do_15_października_2011"
"Lubelskie",278,1.61,-0.99,85,9.67,71,4.04,95,0.79,27,1.08,"2011_10B","8_do_15_października_2011"
"Lubuskie",25,0.31,0.21,2,0.46,0,0,21,0.36,2,0.21,"2011_10B","8_do_15_października_2011"
"Łódzkie",1246,6.15,2.36,306,30.96,298,16.15,538,3.74,104,3.42,"2011_10B","8_do_15_października_2011"
"Małopolskie",2540,9.59,-0.93,667,46.54,546,19.67,1160,6.22,167,4.61,"2011_10B","8_do_15_października_2011"
"Mazowieckie",5773,13.76,-2.79,1536,66.39,1286,31.74,2497,8.47,454,7.45,"2011_10B","8_do_15_października_2011"
"Opolskie",469,5.7,-0.43,68,19.17,83,11.14,281,4.72,37,3.15,"2011_10B","8_do_15_października_2011"
"Podkarpackie",360,2.14,0.9,156,18.13,89,4.91,107,0.9,8,0.36,"2011_10B","8_do_15_października_2011"
"Podlaskie",601,6.32,1.99,181,38.98,155,16.37,233,3.48,32,2.28,"2011_10B","8_do_15_października_2011"
"Pomorskie",540,3.01,-0.18,137,12.91,105,5.56,247,1.93,51,2.32,"2011_10B","8_do_15_października_2011"
"Śląskie",1672,4.51,-0.41,353,19.3,310,9.33,911,3.42,98,1.85,"2011_10B","8_do_15_października_2011"
"Świętokrzyskie",6,0.06,0.03,0,0,1,0.1,3,0.04,2,0.13,"2011_10B","8_do_15_października_2011"
"Warmińsko-Mazurskie",283,2.48,-0.15,103,16.37,58,4.8,116,1.41,6,0.45,"2011_10B","8_do_15_października_2011"
"Wielkopolskie",4836,17.68,-1.13,1440,91.42,1095,38.77,1920,9.74,381,11.72,"2011_10B","8_do_15_października_2011"
"Zachodniopomorskie",320,2.36,-1.11,69,9.95,44,3.34,181,1.84,26,1.55,"2011_10B","8_do_15_października_2011"
"Dolnośląskie",1622,8.05,-0.11,396,39.31,544,30.04,584,3.99,98,3.62,"2011_10C","16_do_22_października_2011"
"Kujawsko-Pomorskie",277,1.91,0.88,55,7.08,57,3.87,140,1.34,25,1.37,"2011_10C","16_do_22_października_2011"
"Lubelskie",302,2,0.39,83,10.79,90,5.86,109,1.03,20,0.92,"2011_10C","16_do_22_października_2011"
"Lubuskie",42,0.59,0.28,1,0.26,3,0.43,27,0.52,11,1.32,"2011_10C","16_do_22_października_2011"
"Łódzkie",1202,6.78,0.63,215,24.86,271,16.78,598,4.75,118,4.43,"2011_10C","16_do_22_października_2011"
"Małopolskie",4250,18.34,8.75,885,70.57,743,30.6,2409,14.76,213,6.72,"2011_10C","16_do_22_października_2011"
"Mazowieckie",5950,16.21,2.45,1515,74.84,1323,37.31,2611,10.12,501,9.39,"2011_10C","16_do_22_października_2011"
"Opolskie",560,7.78,2.08,114,36.73,111,17.03,285,5.47,50,4.87,"2011_10C","16_do_22_października_2011"
"Podkarpackie",528,3.59,1.45,163,21.65,157,9.91,175,1.68,33,1.7,"2011_10C","16_do_22_października_2011"
"Podlaskie",944,11.35,5.03,284,69.9,214,25.83,389,6.65,57,4.64,"2011_10C","16_do_22_października_2011"
"Pomorskie",618,3.94,0.93,182,19.61,132,7.99,266,2.38,38,1.98,"2011_10C","16_do_22_października_2011"
"Śląskie",2422,7.46,2.96,482,30.12,517,17.79,1277,5.48,146,3.14,"2011_10C","16_do_22_października_2011"
"Świętokrzyskie",4,0.05,-0.01,0,0,1,0.12,3,0.05,0,0,"2011_10C","16_do_22_października_2011"
"Warmińsko-Mazurskie",346,3.46,0.98,115,20.89,98,9.28,94,1.3,39,3.31,"2011_10C","16_do_22_października_2011"
"Wielkopolskie",5853,24.45,6.03,1934,140.33,1367,55.32,2221,12.88,331,11.64,"2011_10C","16_do_22_października_2011"
"Zachodniopomorskie",483,4.08,1.71,141,23.23,64,5.56,253,2.93,25,1.71,"2011_10C","16_do_22_października_2011"
"Dolnośląskie",1894,7.31,-0.74,465,35.9,650,27.92,704,3.75,75,2.15,"2011_10D","23_do_31_października_2011"
"Kujawsko-Pomorskie",488,2.62,0.71,90,9.01,88,4.65,265,1.98,45,1.92,"2011_10D","23_do_31_października_2011"
"Lubelskie",376,1.94,-0.06,126,12.74,70,3.54,153,1.13,27,0.96,"2011_10D","23_do_31_października_2011"
"Lubuskie",7,0.08,-0.52,0,0,0,0,4,0.06,3,0.28,"2011_10D","23_do_31_października_2011"
"Łódzkie",1501,6.58,-0.19,362,32.56,354,17.05,675,4.17,110,3.22,"2011_10D","23_do_31_października_2011"
"Małopolskie",3515,11.8,-6.54,783,48.56,768,24.6,1762,8.4,202,4.96,"2011_10D","23_do_31_października_2011"
"Mazowieckie",6629,14.05,-2.16,1822,70.01,1714,37.6,2647,7.98,446,6.5,"2011_10D","23_do_31_października_2011"
"Opolskie",796,8.6,0.82,115,28.82,184,21.95,373,5.57,124,9.39,"2011_10D","23_do_31_października_2011"
"Podkarpackie",451,2.38,-1.2,118,12.19,128,6.28,184,1.37,21,0.84,"2011_10D","23_do_31_października_2011"
"Podlaskie",714,6.68,-4.67,206,39.44,166,15.58,300,3.99,42,2.66,"2011_10D","23_do_31_października_2011"
"Pomorskie",715,3.55,-0.39,128,10.73,130,6.12,377,2.62,80,3.24,"2011_10D","23_do_31_października_2011"
"Śląskie",2847,6.82,-0.64,578,28.09,691,18.49,1406,4.69,172,2.88,"2011_10D","23_do_31_października_2011"
"Świętokrzyskie",9,0.08,0.03,0,0,0,0,7,0.09,2,0.12,"2011_10D","23_do_31_października_2011"
"Warmińsko-Mazurskie",407,3.17,-0.29,146,20.63,110,8.1,136,1.47,15,0.99,"2011_10D","23_do_31_października_2011"
"Wielkopolskie",6186,20.1,-4.35,1897,107.06,1501,47.24,2377,10.72,411,11.24,"2011_10D","23_do_31_października_2011"
"Zachodniopomorskie",421,2.76,-1.31,91,11.66,69,4.66,233,2.1,28,1.49,"2011_10D","23_do_31_października_2011"
"Dolnośląskie",1609,7.99,0.67,417,41.39,469,25.9,655,4.48,68,2.51,"2011_11A","1_do_7_listopada_2011"
"Kujawsko-Pomorskie",153,1.06,-1.56,46,5.92,50,3.39,47,0.45,10,0.55,"2011_11A","1_do_7_listopada_2011"
"Lubelskie",261,1.73,-0.21,71,9.23,59,3.84,108,1.02,23,1.05,"2011_11A","1_do_7_listopada_2011"
"Lubuskie",8,0.11,0.04,0,0,0,0,7,0.14,1,0.12,"2011_11A","1_do_7_listopada_2011"
"Łódzkie",1938,10.92,4.34,465,53.77,452,27.99,900,7.14,121,4.55,"2011_11A","1_do_7_listopada_2011"
"Małopolskie",2564,11.07,-0.73,595,47.45,649,26.73,1143,7,177,5.58,"2011_11A","1_do_7_listopada_2011"
"Mazowieckie",6290,17.14,3.09,1603,79.19,1392,39.26,2720,10.54,575,10.78,"2011_11A","1_do_7_listopada_2011"
"Opolskie",353,4.9,-3.7,69,22.23,68,10.43,190,3.65,26,2.53,"2011_11A","1_do_7_listopada_2011"
"Podkarpackie",444,3.02,0.63,142,18.86,120,7.57,158,1.51,24,1.24,"2011_11A","1_do_7_listopada_2011"
"Podlaskie",873,10.49,3.82,244,60.06,225,27.16,364,6.22,40,3.25,"2011_11A","1_do_7_listopada_2011"
"Pomorskie",663,4.23,0.68,215,23.16,133,8.05,271,2.42,44,2.29,"2011_11A","1_do_7_listopada_2011"
"Śląskie",2609,8.04,1.22,618,38.61,548,18.86,1266,5.43,177,3.81,"2011_11A","1_do_7_listopada_2011"
"Świętokrzyskie",6,0.07,-0.01,0,0,1,0.12,5,0.08,0,0,"2011_11A","1_do_7_listopada_2011"
"Warmińsko-Mazurskie",320,3.2,0.03,104,18.89,63,5.96,139,1.93,14,1.19,"2011_11A","1_do_7_listopada_2011"
"Wielkopolskie",5496,22.96,2.86,1726,125.24,1290,52.2,2146,12.45,334,11.75,"2011_11A","1_do_7_listopada_2011"
"Zachodniopomorskie",381,3.21,0.45,95,15.65,60,5.21,201,2.33,25,1.71,"2011_11A","1_do_7_listopada_2011"
"Dolnośląskie",1708,7.42,-0.57,451,39.17,513,24.79,609,3.65,135,4.36,"2011_11B","8_do_15_listopada_2011"
"Kujawsko-Pomorskie",406,2.45,1.4,91,10.25,96,5.7,187,1.57,32,1.53,"2011_11B","8_do_15_listopada_2011"
"Lubelskie",304,1.77,0.03,85,9.67,78,4.44,115,0.95,26,1.04,"2011_11B","8_do_15_listopada_2011"
"Lubuskie",10,0.12,0.01,0,0,0,0,8,0.14,2,0.21,"2011_11B","8_do_15_listopada_2011"
"Łódzkie",1407,6.94,-3.98,305,30.86,355,19.23,656,4.56,91,2.99,"2011_11B","8_do_15_listopada_2011"
"Małopolskie",3132,11.83,0.76,624,43.54,605,21.8,1733,9.29,170,4.69,"2011_11B","8_do_15_listopada_2011"
"Mazowieckie",5605,13.36,-3.78,1466,63.37,1314,32.43,2303,7.81,522,8.56,"2011_11B","8_do_15_listopada_2011"
"Opolskie",637,7.74,2.84,118,33.26,109,14.63,319,5.36,91,7.76,"2011_11B","8_do_15_listopada_2011"
"Podkarpackie",593,3.52,0.51,182,21.16,168,9.27,216,1.81,27,1.22,"2011_11B","8_do_15_listopada_2011"
"Podlaskie",575,6.05,-4.45,154,33.17,148,15.63,236,3.53,37,2.63,"2011_11B","8_do_15_listopada_2011"
"Pomorskie",558,3.11,-1.32,151,14.23,124,6.57,239,1.87,44,2,"2011_11B","8_do_15_listopada_2011"
"Śląskie",2130,5.74,-2.3,500,27.34,438,13.19,1075,4.04,117,2.2,"2011_11B","8_do_15_listopada_2011"
"Świętokrzyskie",0,0,-0.07,0,0,0,0,0,0,0,0,"2011_11B","8_do_15_listopada_2011"
"Warmińsko-Mazurskie",345,3.02,-0.18,106,16.85,91,7.54,135,1.64,13,0.97,"2011_11B","8_do_15_listopada_2011"
"Wielkopolskie",5801,21.21,-1.76,1790,113.65,1342,47.52,2259,11.46,410,12.62,"2011_11B","8_do_15_listopada_2011"
"Zachodniopomorskie",353,2.61,-0.61,114,16.43,50,3.8,156,1.58,33,1.97,"2011_11B","8_do_15_listopada_2011"
"Dolnośląskie",1944,9.65,2.23,508,50.42,568,31.37,747,5.11,121,4.47,"2011_11C","16_do_22_listopada_2011"
"Kujawsko-Pomorskie",317,2.19,-0.26,65,8.37,82,5.57,139,1.34,31,1.7,"2011_11C","16_do_22_listopada_2011"
"Lubelskie",285,1.89,0.13,81,10.53,87,5.66,101,0.96,16,0.73,"2011_11C","16_do_22_listopada_2011"
"Lubuskie",25,0.35,0.23,5,1.3,5,0.71,13,0.25,2,0.24,"2011_11C","16_do_22_listopada_2011"
"Łódzkie",1588,8.95,2.01,324,37.47,370,22.91,767,6.09,127,4.77,"2011_11C","16_do_22_listopada_2011"
"Małopolskie",2869,12.38,0.55,654,52.15,728,29.98,1247,7.64,240,7.57,"2011_11C","16_do_22_listopada_2011"
"Mazowieckie",5566,15.17,1.8,1357,67.04,1352,38.13,2414,9.36,443,8.31,"2011_11C","16_do_22_listopada_2011"
"Opolskie",855,11.87,4.13,157,50.58,198,30.37,408,7.83,92,8.96,"2011_11C","16_do_22_listopada_2011"
"Podkarpackie",920,6.25,2.72,295,39.19,286,18.04,308,2.95,31,1.6,"2011_11C","16_do_22_listopada_2011"
"Podlaskie",972,11.69,5.64,204,50.21,233,28.12,341,5.83,194,15.78,"2011_11C","16_do_22_listopada_2011"
"Pomorskie",741,4.73,1.61,144,15.51,136,8.23,356,3.18,105,5.47,"2011_11C","16_do_22_listopada_2011"
"Śląskie",2710,8.35,2.61,597,37.3,615,21.16,1352,5.8,146,3.14,"2011_11C","16_do_22_listopada_2011"
"Świętokrzyskie",6,0.07,0.07,0,0,2,0.23,4,0.06,0,0,"2011_11C","16_do_22_listopada_2011"
"Warmińsko-Mazurskie",397,3.97,0.95,118,21.44,92,8.71,174,2.41,13,1.1,"2011_11C","16_do_22_listopada_2011"
"Wielkopolskie",5238,21.88,0.68,1544,112.03,1272,51.48,2106,12.21,316,11.11,"2011_11C","16_do_22_listopada_2011"
"Zachodniopomorskie",450,3.8,1.19,102,16.81,86,7.47,229,2.65,33,2.25,"2011_11C","16_do_22_listopada_2011"
"Dolnośląskie",2612,11.35,1.7,566,49.16,821,39.67,1050,6.28,175,5.66,"2011_11D","23_do_30_listopada_2011"
"Kujawsko-Pomorskie",688,4.16,1.97,136,15.32,167,9.92,347,2.92,38,1.82,"2011_11D","23_do_30_listopada_2011"
"Lubelskie",432,2.51,0.62,116,13.2,146,8.31,139,1.15,31,1.24,"2011_11D","23_do_30_listopada_2011"
"Lubuskie",29,0.36,0.01,1,0.23,7,0.87,20,0.34,1,0.1,"2011_11D","23_do_30_listopada_2011"
"Łódzkie",2106,10.39,1.44,531,53.73,571,30.94,816,5.67,188,6.18,"2011_11D","23_do_30_listopada_2011"
"Małopolskie",3710,14.01,1.63,861,60.08,1029,37.08,1561,8.37,259,7.15,"2011_11D","23_do_30_listopada_2011"
"Mazowieckie",6841,16.31,1.14,1594,68.9,1605,39.61,3058,10.37,584,9.58,"2011_11D","23_do_30_listopada_2011"
"Opolskie",425,5.16,-6.71,111,31.29,76,10.2,211,3.54,27,2.3,"2011_11D","23_do_30_listopada_2011"
"Podkarpackie",509,3.02,-3.22,110,12.79,143,7.89,232,1.94,24,1.08,"2011_11D","23_do_30_listopada_2011"
"Podlaskie",606,6.37,-5.31,149,32.09,164,17.32,265,3.96,28,1.99,"2011_11D","23_do_30_listopada_2011"
"Pomorskie",678,3.78,-0.94,147,13.86,178,9.43,319,2.5,34,1.55,"2011_11D","23_do_30_listopada_2011"
"Śląskie",2675,7.21,-1.14,498,27.23,553,16.65,1443,5.42,181,3.41,"2011_11D","23_do_30_listopada_2011"
"Świętokrzyskie",2,0.02,-0.05,0,0,1,0.1,1,0.01,0,0,"2011_11D","23_do_30_listopada_2011"
"Warmińsko-Mazurskie",373,3.27,-0.71,130,20.66,103,8.53,132,1.6,8,0.59,"2011_11D","23_do_30_listopada_2011"
"Wielkopolskie",6315,23.09,1.2,1820,115.55,1567,55.49,2535,12.86,393,12.09,"2011_11D","23_do_30_listopada_2011"
"Zachodniopomorskie",482,3.56,-0.24,115,16.58,96,7.29,244,2.47,27,1.61,"2011_11D","23_do_30_listopada_2011"
"Dolnośląskie",2065,10.25,-1.09,434,43.08,681,37.61,817,5.59,133,4.91,"2011_12A","1_do_7_grudnia_2011"
"Kujawsko-Pomorskie",633,4.37,0.21,138,17.76,172,11.67,302,2.9,21,1.15,"2011_12A","1_do_7_grudnia_2011"
"Lubelskie",432,2.87,0.36,115,14.95,114,7.42,177,1.67,26,1.19,"2011_12A","1_do_7_grudnia_2011"
"Lubuskie",40,0.57,0.21,3,0.78,4,0.57,33,0.64,0,0,"2011_12A","1_do_7_grudnia_2011"
"Łódzkie",2461,13.87,3.48,546,63.14,704,43.59,1077,8.55,134,5.04,"2011_12A","1_do_7_grudnia_2011"
"Małopolskie",3270,14.11,0.1,561,44.74,623,25.66,1843,11.29,243,7.67,"2011_12A","1_do_7_grudnia_2011"
"Mazowieckie",6287,17.13,0.82,1432,70.74,1355,38.21,2904,11.26,596,11.18,"2011_12A","1_do_7_grudnia_2011"
"Opolskie",660,9.17,4,114,36.73,167,25.62,296,5.68,83,8.08,"2011_12A","1_do_7_grudnia_2011"
"Podkarpackie",1018,6.91,3.89,326,43.31,327,20.63,337,3.23,28,1.44,"2011_12A","1_do_7_grudnia_2011"
"Podlaskie",839,10.09,3.71,221,54.4,218,26.31,340,5.81,60,4.88,"2011_12A","1_do_7_grudnia_2011"
"Pomorskie",736,4.69,0.91,144,15.51,125,7.57,359,3.21,108,5.62,"2011_12A","1_do_7_grudnia_2011"
"Śląskie",2616,8.06,0.85,462,28.87,559,19.23,1369,5.88,226,4.86,"2011_12A","1_do_7_grudnia_2011"
"Świętokrzyskie",2,0.02,0,0,0,0,0,2,0.03,0,0,"2011_12A","1_do_7_grudnia_2011"
"Warmińsko-Mazurskie",338,3.38,0.12,105,19.07,96,9.09,130,1.8,7,0.59,"2011_12A","1_do_7_grudnia_2011"
"Wielkopolskie",5621,23.48,0.4,1582,114.79,1334,53.98,2345,13.6,360,12.66,"2011_12A","1_do_7_grudnia_2011"
"Zachodniopomorskie",403,3.4,-0.16,94,15.49,69,5.99,210,2.43,30,2.05,"2011_12A","1_do_7_grudnia_2011"
"Dolnośląskie",2798,12.15,1.9,709,61.58,995,48.08,926,5.54,168,5.43,"2011_12B","8_do_15_grudnia_2011"
"Kujawsko-Pomorskie",624,3.77,-0.6,120,13.52,133,7.9,339,2.85,32,1.53,"2011_12B","8_do_15_grudnia_2011"
"Lubelskie",641,3.72,0.86,162,18.43,174,9.91,275,2.28,30,1.2,"2011_12B","8_do_15_grudnia_2011"
"Lubuskie",20,0.25,-0.32,3,0.68,4,0.5,13,0.22,0,0,"2011_12B","8_do_15_grudnia_2011"
"Łódzkie",1691,8.34,-5.53,402,40.67,451,24.44,702,4.88,136,4.47,"2011_12B","8_do_15_grudnia_2011"
"Małopolskie",4636,17.51,3.39,1156,80.66,1210,43.6,1919,10.29,351,9.69,"2011_12B","8_do_15_grudnia_2011"
"Mazowieckie",7301,17.41,0.28,1828,79.02,1816,44.81,3058,10.37,599,9.83,"2011_12B","8_do_15_grudnia_2011"
"Opolskie",662,8.05,-1.12,118,33.26,155,20.81,321,5.39,68,5.8,"2011_12B","8_do_15_grudnia_2011"
"Podkarpackie",797,4.74,-2.18,195,22.67,185,10.21,368,3.08,49,2.21,"2011_12B","8_do_15_grudnia_2011"
"Podlaskie",755,7.94,-2.14,206,44.37,190,20.07,311,4.65,48,3.42,"2011_12B","8_do_15_grudnia_2011"
"Pomorskie",1293,7.21,2.52,308,29.03,274,14.51,592,4.63,119,5.42,"2011_12B","8_do_15_grudnia_2011"
"Śląskie",2679,7.22,-0.84,548,29.96,560,16.86,1375,5.16,196,3.69,"2011_12B","8_do_15_grudnia_2011"
"Świętokrzyskie",5,0.05,0.03,0,0,1,0.1,4,0.06,0,0,"2011_12B","8_do_15_grudnia_2011"
"Warmińsko-Mazurskie",344,3.01,-0.37,103,16.37,88,7.29,136,1.65,17,1.26,"2011_12B","8_do_15_grudnia_2011"
"Wielkopolskie",7099,25.95,2.47,2030,128.88,1768,62.6,2871,14.57,430,13.23,"2011_12B","8_do_15_grudnia_2011"
"Zachodniopomorskie",612,4.52,1.12,158,22.78,107,8.13,260,2.64,87,5.2,"2011_12B","8_do_15_grudnia_2011"
"Dolnośląskie",2437,12.1,-0.06,602,59.76,816,45.06,852,5.83,167,6.17,"2011_12C","16_do_22_grudnia_2011"
"Kujawsko-Pomorskie",249,1.72,-2.05,45,5.79,71,4.82,123,1.18,10,0.55,"2011_12C","16_do_22_grudnia_2011"
"Lubelskie",514,3.41,-0.31,144,18.72,138,8.98,202,1.91,30,1.37,"2011_12C","16_do_22_grudnia_2011"
"Lubuskie",7,0.1,-0.15,0,0,2,0.28,5,0.1,0,0,"2011_12C","16_do_22_grudnia_2011"
"Łódzkie",1754,9.89,1.55,327,37.81,457,28.3,866,6.87,104,3.91,"2011_12C","16_do_22_grudnia_2011"
"Małopolskie",3609,15.58,-1.93,878,70.02,757,31.17,1631,9.99,343,10.82,"2011_12C","16_do_22_grudnia_2011"
"Mazowieckie",7119,19.4,1.99,1835,90.65,1555,43.86,3225,12.5,504,9.45,"2011_12C","16_do_22_grudnia_2011"
"Opolskie",719,9.99,1.94,112,36.08,177,27.15,367,7.04,63,6.14,"2011_12C","16_do_22_grudnia_2011"
"Podkarpackie",765,5.2,0.46,248,32.95,221,13.94,249,2.38,47,2.42,"2011_12C","16_do_22_grudnia_2011"
"Podlaskie",812,9.76,1.82,234,57.6,207,24.98,297,5.07,74,6.02,"2011_12C","16_do_22_grudnia_2011"
"Pomorskie",775,4.94,-2.27,204,21.98,167,10.11,311,2.78,93,4.84,"2011_12C","16_do_22_grudnia_2011"
"Śląskie",3121,9.62,2.39,592,36.99,675,23.23,1512,6.49,342,7.36,"2011_12C","16_do_22_grudnia_2011"
"Świętokrzyskie",7,0.08,0.03,0,0,0,0,7,0.11,0,0,"2011_12C","16_do_22_grudnia_2011"
"Warmińsko-Mazurskie",290,2.9,-0.11,100,18.17,71,6.72,113,1.57,6,0.51,"2011_12C","16_do_22_grudnia_2011"
"Wielkopolskie",6684,27.92,1.97,1942,140.91,1623,65.68,2706,15.69,413,14.52,"2011_12C","16_do_22_grudnia_2011"
"Zachodniopomorskie",429,3.62,-0.9,100,16.48,98,8.51,197,2.28,34,2.32,"2011_12C","16_do_22_grudnia_2011"
"Dolnośląskie",1793,6.92,-5.17,493,38.06,451,19.37,692,3.68,157,4.51,"2011_12D","23_do_31_grudnia_2011"
"Kujawsko-Pomorskie",424,2.28,0.56,99,9.91,90,4.75,203,1.52,32,1.36,"2011_12D","23_do_31_grudnia_2011"
"Lubelskie",934,4.82,1.41,246,24.88,250,12.65,356,2.62,82,2.92,"2011_12D","23_do_31_grudnia_2011"
"Lubuskie",9,0.1,0,0,0,3,0.33,5,0.08,1,0.09,"2011_12D","23_do_31_grudnia_2011"
"Łódzkie",1854,8.13,-1.76,376,33.82,521,25.09,788,4.86,169,4.94,"2011_12D","23_do_31_grudnia_2011"
"Małopolskie",4318,14.49,-1.08,960,59.54,984,31.52,2038,9.71,336,8.24,"2011_12D","23_do_31_grudnia_2011"
"Mazowieckie",6269,13.29,-6.11,1543,59.29,1537,33.71,2632,7.94,557,8.12,"2011_12D","23_do_31_grudnia_2011"
"Opolskie",912,9.85,-0.13,151,37.84,212,25.29,431,6.43,118,8.94,"2011_12D","23_do_31_grudnia_2011"
"Podkarpackie",441,2.33,-2.87,102,10.54,121,5.94,175,1.3,43,1.72,"2011_12D","23_do_31_grudnia_2011"
"Podlaskie",740,6.92,-2.84,190,36.37,183,17.18,303,4.03,64,4.05,"2011_12D","23_do_31_grudnia_2011"
"Pomorskie",959,4.76,-0.19,226,18.94,196,9.23,407,2.83,130,5.26,"2011_12D","23_do_31_grudnia_2011"
"Śląskie",2281,5.47,-4.15,452,21.97,363,9.71,1255,4.19,211,3.53,"2011_12D","23_do_31_grudnia_2011"
"Świętokrzyskie",1,0.01,-0.07,0,0,0,0,1,0.01,0,0,"2011_12D","23_do_31_grudnia_2011"
"Warmińsko-Mazurskie",570,4.44,1.53,231,32.64,128,9.42,195,2.1,16,1.06,"2011_12D","23_do_31_grudnia_2011"
"Wielkopolskie",5974,19.41,-8.51,1767,99.72,1394,43.88,2428,10.95,385,10.53,"2011_12D","23_do_31_grudnia_2011"
"Zachodniopomorskie",393,2.58,-1.04,101,12.94,59,3.98,216,1.95,17,0.9,"2011_12D","23_do_31_grudnia_2011"
"Dolnośląskie",1483,7.37,0.44,325,32.18,397,22.06,654,4.48,107,3.91,"2012_01A","1_do_7_stycznia_2012"
"Kujawsko-Pomorskie",487,3.36,1.09,116,14.96,96,6.57,243,2.34,32,1.72,"2012_01A","1_do_7_stycznia_2012"
"Lubelskie",444,2.95,-1.88,89,11.6,68,4.47,253,2.4,34,1.55,"2012_01A","1_do_7_stycznia_2012"
"Lubuskie",9,0.13,0.03,0,0,1,0.14,8,0.16,0,0,"2012_01A","1_do_7_stycznia_2012"
"Łódzkie",1589,8.97,0.83,372,42.94,369,23.03,730,5.82,118,4.37,"2012_01A","1_do_7_stycznia_2012"
"Małopolskie",4630,19.96,5.48,866,68.45,667,27.71,2783,17.04,314,9.82,"2012_01A","1_do_7_stycznia_2012"
"Mazowieckie",5329,14.5,1.32,1243,61.07,964,27.22,2551,9.89,571,10.6,"2012_01A","1_do_7_stycznia_2012"
"Opolskie",448,6.23,-3.64,43,13.81,82,12.77,255,4.9,68,6.58,"2012_01A","1_do_7_stycznia_2012"
